stepsToSolution,nodesExpanded,time
1602,316763,49.99883794784546
722,71959,9.136281728744507
997,66222,6.114544153213501
772,79802,9.657415866851807
1086,154203,60.60504603385925
1302,79565,14.370923280715942
633,67696,6.772517204284668
907,166689,29.47506833076477
591,41092,3.263531446456909
1500,153429,26.668779850006104
466,63330,4.359677076339722
108,1279,0.01499319076538086
722,31170,3.2442643642425537
881,193409,26.796697854995728
420,16830,0.9181540012359619
137,3882,0.12144041061401367
613,52275,5.790170907974243
387,45703,5.549838304519653
1818,507149,192.44978094100952
734,159535,22.894458055496216
740,58260,7.4845521450042725
1697,372076,147.69092750549316
197,18340,1.260831594467163
2668,467158,101.8285710811615
887,79906,11.761356830596924
2136,412383,95.56217932701111
520,19538,2.196937084197998
867,116105,25.99186062812805
1461,177541,43.21116232872009
1676,175809,18.65636897087097
210,8814,0.323300838470459
1427,176962,44.9574921131134
2179,329491,86.44498085975647
562,53960,4.804567813873291
292,7513,0.40256667137145996
2510,582829,201.2436442375183
806,129780,16.982367038726807
417,12446,0.8608956336975098
378,33827,3.290616989135742
396,13510,0.49001121520996094
545,32310,5.3230204582214355
523,120523,11.575604438781738
808,62794,5.337913274765015
515,46655,4.23371696472168
277,4952,0.20351386070251465
992,118971,24.66454792022705
918,122895,21.093085527420044
1931,296066,145.38487935066223
536,68403,9.42540693283081
262,53707,10.35197401046753
1440,242858,60.945708990097046
647,87535,10.529977321624756
439,16007,0.9467117786407471
1715,418901,157.0899589061737
1920,427657,76.29335284233093
358,9136,0.3048522472381592
372,98514,12.183902978897095
1341,162177,45.274110078811646
1295,260749,62.62657570838928
966,294286,58.66377377510071
544,29235,3.185879945755005
668,74664,8.58296537399292
1956,194014,32.59307909011841
962,91119,13.735115051269531
1825,297992,49.410232067108154
1611,189161,23.16866660118103
2064,467267,52.793538331985474
291,27393,2.1510632038116455
175,11804,0.5285828113555908
207,8413,0.19286727905273438
1820,219226,54.82238268852234
849,61756,7.592100143432617
1026,23710,1.201709508895874
1837,301332,35.28188872337341
1138,67959,10.935930252075195
615,77204,11.10679841041565
619,102700,13.394280910491943
1465,264816,32.08124613761902
528,12908,0.4213435649871826
621,103305,16.834024906158447
619,45371,3.390277862548828
885,205534,41.802428007125854
478,19952,1.8821675777435303
521,23838,1.4658167362213135
578,24120,1.4152767658233643
922,54666,7.019930362701416
359,14051,0.6427185535430908
812,104251,15.923929452896118
566,187429,32.146360874176025
754,66534,5.075841188430786
421,10332,0.34665846824645996
557,76276,10.089519262313843
1528,374302,95.92509627342224
1332,162927,27.23259687423706
1303,189789,46.99542999267578
526,22224,2.876774311065674
242,11325,1.070197582244873
1384,81829,9.58745551109314
1356,177227,55.12056279182434
444,18290,0.9850814342498779
697,93569,10.01985239982605
1329,106203,15.513070821762085
928,77870,10.34481143951416
316,20431,1.8891305923461914
2242,399391,97.91869449615479
99,632,0.008955955505371094
689,177075,22.829529523849487
737,42852,4.002552509307861
444,11487,0.8034648895263672
259,20671,1.3396713733673096
1388,315244,66.84764909744263
2039,195575,42.81432843208313
2044,338177,85.99999403953552
861,111668,13.902305364608765
679,51539,8.016220569610596
1049,176710,24.679588556289673
960,83546,10.54449200630188
1725,126305,20.494157552719116
474,50511,4.0322394371032715
2389,539784,133.08261156082153
120,3916,0.14281177520751953
669,58387,8.183841705322266
1412,160901,37.17621469497681
430,8819,0.4710099697113037
2334,331867,48.77752614021301
426,16879,0.8865237236022949
610,124476,16.21096634864807
946,191942,24.417430639266968
2460,482444,108.1429831981659
1800,199784,13.959396123886108
426,27818,1.5260498523712158
416,15505,0.5265917778015137
995,47480,3.746337652206421
890,162369,21.496854305267334
401,102270,17.121084451675415
1777,457399,139.83929347991943
506,83321,9.021515130996704
262,9457,0.5246269702911377
380,14013,0.9684996604919434
346,30673,3.076972723007202
839,129206,24.64833688735962
1074,169185,37.21807789802551
1410,175193,37.854984283447266
1115,203773,39.15729522705078
471,91047,12.609748363494873
2300,755362,251.64061760902405
1448,146769,49.293758153915405
298,13873,0.7706162929534912
740,46283,4.894458293914795
457,34863,2.274592638015747
1903,282174,50.14352583885193
623,49020,5.07232666015625
616,40457,2.139902114868164
1440,121579,12.01053762435913
638,31600,2.052504777908325
152,2278,0.028038978576660156
1446,375201,108.01571369171143
1598,159112,14.262037515640259
1083,241651,45.122620820999146
651,119231,12.815523147583008
141,5097,0.23872590065002441
862,124380,19.15997886657715
329,41807,2.127819299697876
1187,129502,23.732292413711548
1281,129660,33.968530893325806
943,77476,16.757470846176147
307,7385,0.26753783226013184
1852,235514,19.999221086502075
904,109885,30.046249866485596
992,67230,7.650043249130249
1813,356016,53.19473361968994
804,140304,17.036887884140015
1142,181512,37.63268423080444
1463,193892,36.391366720199585
1728,231463,79.33482027053833
480,24416,1.2903013229370117
1590,383289,119.85664105415344
2137,721944,249.59680557250977
1330,136584,15.749555349349976
703,31867,2.4183170795440674
1147,99857,19.682838201522827
725,115972,16.928648471832275
378,12825,0.5827348232269287
536,37574,2.206050157546997
279,17472,0.8967409133911133
807,28923,3.2197608947753906
614,113260,11.797409057617188
666,117632,15.066158533096313
894,96298,10.836955547332764
887,88306,9.30511212348938
216,12542,0.39543938636779785
1690,340095,88.34628510475159
1666,177360,65.23387479782104
998,216486,36.78874969482422
1132,272337,47.065096378326416
591,63074,4.75405740737915
990,140848,19.91399335861206
746,110945,15.977930545806885
2506,425885,66.83722591400146
1026,129919,16.986165285110474
1174,188768,39.9770565032959
2048,369992,86.43300747871399
1183,127242,14.459033966064453
1473,88179,18.83265733718872
858,28734,2.529864549636841
1223,166063,19.531283855438232
2306,229358,32.30398488044739
1049,124052,15.484514951705933
1418,147306,17.994327545166016
928,175681,15.686055183410645
957,234846,36.435967206954956
1704,151685,34.693965911865234
973,109334,15.711626529693604
454,47679,4.42942476272583
681,117692,21.213104963302612
937,102549,17.252664804458618
1307,139167,28.026731491088867
2242,464932,116.26030993461609
1739,247641,121.26764845848083
638,99692,12.261374711990356
465,40015,3.7518832683563232
429,10622,0.7588233947753906
947,79059,7.7585906982421875
572,34661,2.977294683456421
1822,280673,37.47203016281128
346,49756,4.535578012466431
1283,251816,53.66011309623718
792,86572,25.85800266265869
1261,158460,24.81460452079773
277,36514,3.822760820388794
697,124997,22.920243740081787
782,46878,5.2923338413238525
746,120848,20.46740436553955
529,46813,4.323400259017944
350,5281,0.29796528816223145
702,62601,7.340310335159302
1258,346964,84.74554133415222
748,153839,24.418567419052124
974,186313,51.67514514923096
541,25543,2.837249279022217
1927,549097,226.6028871536255
1650,187252,34.677180767059326
238,5377,0.1267094612121582
189,6162,0.22968077659606934
2530,319316,62.505143880844116
831,168085,22.67677879333496
2567,553021,166.58186078071594
585,69886,18.671224117279053
1269,179023,46.01473903656006
1795,229509,22.28892970085144
528,125243,21.53640651702881
1057,113875,25.697192907333374
518,22961,1.8963534832000732
272,31122,3.2125556468963623
568,39847,5.638398170471191
500,61981,11.087900876998901
384,15402,0.9400479793548584
1584,183178,48.365997552871704
1557,303057,88.44477653503418
652,48936,7.060184955596924
304,24659,1.9937820434570312
378,33702,2.7766590118408203
680,56948,8.16565203666687
1110,218165,72.5475926399231
1519,231866,35.95265245437622
574,61906,6.910250663757324
1038,108924,10.819407224655151
1401,161482,30.363641500473022
755,73022,7.160741806030273
381,47983,4.001881122589111
774,145309,24.5537269115448
2045,206682,49.88119387626648
460,28864,2.163160562515259
1202,147673,49.3459210395813
1136,247269,61.352139472961426
1489,96884,17.064719438552856
347,41913,2.9354631900787354
947,205300,46.800965309143066
2164,745338,199.51904916763306
53,1378,0.04342079162597656
1347,205048,37.55252003669739
481,15492,0.5270652770996094
188,2759,0.19028687477111816
1738,191625,55.257333755493164
1041,126598,11.938369989395142
1468,343109,102.79649806022644
1971,263197,22.530144691467285
613,34115,2.2570407390594482
629,54744,5.811490297317505
563,105981,14.099701404571533
935,205928,38.34479069709778
920,107045,14.938794612884521
600,24080,1.3167459964752197
254,11292,0.6593704223632812
391,26844,2.746041774749756
1216,96642,15.527990102767944
2053,353565,68.87607598304749
1097,213179,59.929192543029785
1599,253948,97.35905814170837
925,165900,29.508522987365723
1998,191611,35.231423139572144
2789,956186,265.91973757743835
846,90945,18.33434748649597
622,74048,5.375167608261108
905,175007,27.38868260383606
1386,122772,12.29330563545227
565,115021,11.886662721633911
2536,561301,142.34138751029968
468,35538,3.2504184246063232
1573,280102,49.666380882263184
478,68578,5.912440538406372
1737,369404,90.05302906036377
738,17778,2.463346481323242
494,39279,2.398254156112671
638,46975,19.1534264087677
2163,389339,126.4690957069397
1427,231019,103.47110891342163
1292,95501,27.717496156692505
201,8857,0.43511486053466797
1133,295101,70.61853790283203
2115,494359,145.89956164360046
791,71541,6.165926694869995
719,73870,14.7643404006958
1177,78494,9.413488149642944
721,179091,32.03015661239624
743,43255,4.790682792663574
822,55263,5.645008325576782
993,54049,5.651691913604736
954,194568,31.632265090942383
834,82751,15.910677671432495
1726,301875,88.99679803848267
1187,201170,45.988810300827026
378,59405,5.516092538833618
919,159455,24.344133853912354
221,21956,1.8438551425933838
915,77580,6.280627965927124
429,65482,11.925280570983887
647,79222,10.17670464515686
597,42027,3.6330981254577637
1172,132580,17.887047052383423
731,50423,9.29295015335083
598,76955,11.46439790725708
902,85379,16.77890968322754
204,11630,0.2949085235595703
1417,273387,81.4164628982544
633,36428,2.6266818046569824
956,92111,17.414764642715454
839,118070,23.993109226226807
792,85651,12.705966234207153
160,21540,1.4858670234680176
1412,178904,40.4081244468689
942,311209,65.88491940498352
789,175484,48.93334937095642
273,28217,2.1678359508514404
827,87723,10.775104999542236
1207,205267,47.971805810928345
2145,473423,54.966829776763916
547,25281,1.558065414428711
408,17696,1.4264087677001953
458,15673,2.2818970680236816
110,1191,0.021515369415283203
540,34800,3.226519823074341
394,18680,1.1650104522705078
1824,343591,160.79680562019348
1061,269572,63.571775913238525
470,9697,0.4449629783630371
